"Date","daily.returns"
2004-01-05,0.0123191503128608
2004-01-06,0.00129131296210238
2004-01-07,0.00236436742089102
2004-01-08,0.00495082414142106
2004-01-09,-0.00892733565494455
2004-01-12,0.00477526946739735
2004-01-13,-0.00534592649108323
2004-01-14,0.00826036909216145
2004-01-15,0.00135247040654864
2004-01-16,0.00684889837587539
2004-01-20,-0.000930340218770338
2004-01-21,0.00774147868719624
2004-01-22,-0.00321183558489435
2004-01-23,-0.00209136199188066
2004-01-26,0.0120336039511306
2004-01-27,-0.00984599379170542
2004-01-28,-0.0137030638061225
2004-01-29,0.00497661227846238
2004-01-30,-0.00263105207453233
2004-02-02,0.00364457081760293
2004-02-03,0.000678045998096322
2004-02-04,-0.00840650201390558
2004-02-05,0.00183578351728793
2004-02-06,0.0124773618642958
2004-02-09,-0.00258476430156828
2004-02-10,0.00501454239472669
2004-02-11,0.0106109365690445
2004-02-12,-0.00489208110781037
2004-02-13,-0.00548316949358009
2004-02-17,0.00970993507301498
2004-02-18,-0.00447854325726168
2004-02-19,-0.00414105519836987
2004-02-20,-0.00257516885773375
2004-02-23,-0.00273073133719369
2004-02-24,-0.0016666300221781
2004-02-25,0.00401276021237424
2004-02-26,0.00108363291943891
2004-02-27,2.61215598253532e-05
2004-03-01,0.00958761030217458
2004-03-02,-0.00596078697716564
2004-03-03,0.00167821310954066
2004-03-04,0.00333056015374979
2004-03-05,0.00172164633648963
2004-03-08,-0.00838527733463617
2004-03-09,-0.00578728187359358
2004-03-10,-0.0147409714793136
2004-03-11,-0.015340969821739
2004-03-12,0.0123825113607057
2004-03-15,-0.0144537553616389
2004-03-16,0.00560672210458995
2004-03-17,0.0116809035743348
2004-03-18,-0.00127338323237601
2004-03-19,-0.011236099690318
2004-03-22,-0.0130422082257095
2004-03-23,-0.00132466117377114
2004-03-24,-0.00239785884076267
2004-03-25,0.0162328707457067
2004-03-26,-0.00101917502338699
2004-03-29,0.0129207967557792
2004-03-30,0.00402764693878457
2004-03-31,-0.000701256526086979
2004-04-01,0.00527820546761314
2004-04-02,0.00847858992829674
2004-04-05,0.0076426511446187
2004-04-06,-0.00209673429479858
2004-04-07,-0.00666759844133601
2004-04-08,-0.00106154627225974
2004-04-12,0.00514770554093242
2004-04-13,-0.0138573688181811
2004-04-14,-0.00112499289346694
2004-04-15,0.000593636618158541
2004-04-16,0.00509844012864115
2004-04-19,0.00106584311207596
2004-04-20,-0.0156792540269217
2004-04-21,0.00529823330888609
2004-04-22,0.0139931150962983
2004-04-23,0.000587514205613414
2004-04-26,-0.00445489024181362
2004-04-27,0.00226945087646608
2004-04-28,-0.0138907892722123
2004-04-29,-0.00761978318530859
2004-04-30,-0.00593374269436586
2004-05-03,0.00916042636230619
2004-05-04,0.00184177228847873
2004-05-05,0.0017669881618619
2004-05-06,-0.00674569459336446
2004-05-07,-0.0138205377548001
2004-05-10,-0.0105956251443777
2004-05-11,0.00763320003992029
2004-05-12,0.00166922381344822
2004-05-13,-0.000765902615567176
2004-05-14,-0.000675130510591734
2004-05-17,-0.0106432567008142
2004-05-18,0.00679359914976881
2004-05-19,-0.00257772377632988
2004-05-20,0.000468244390869832
2004-05-21,0.00400423596533631
2004-05-24,0.00169027071908899
2004-05-25,0.015975285169239
2004-05-26,0.00169650046875056
2004-05-27,0.00567037676213106
2004-05-28,-0.000535224159259136
2004-06-01,0.000463804904031475
2004-06-02,0.00337464128873971
2004-06-03,-0.00744994864233399
2004-06-04,0.00523415122925096
2004-06-07,0.0158383135087139
2004-06-08,0.00154210990897837
2004-06-09,-0.00954487113227681
2004-06-10,0.00453304843115294
2004-06-14,-0.00988612642238899
2004-06-15,0.00595400736258297
2004-06-16,0.00136835235566582
2004-06-17,-0.0013329830973706
2004-06-18,0.00262009758200636
2004-06-21,-0.00416716171752755
2004-06-22,0.0036295947057095
2004-06-23,0.00847066823083618
2004-06-24,-0.0029850935899674
2004-06-25,-0.00546792726998773
2004-06-28,-0.0009525423036741
2004-06-29,0.00251149097922485
2004-06-30,0.0040754850507456
2004-07-01,-0.0104857157385006
2004-07-02,-0.00315832673929239
2004-07-06,-0.00818177743456655
2004-07-07,0.00189747852534647
2004-07-08,-0.00827858312961246
2004-07-09,0.00333052188127684
2004-07-12,0.00138285279364854
2004-07-13,0.000708717329101138
2004-07-14,-0.00329653355821438
2004-07-15,-0.00430991171556173
2004-07-16,-0.00480049367888925
2004-07-19,-0.000444982480753397
2004-07-20,0.00703308907984509
2004-07-21,-0.0134301251171744
2004-07-22,0.00270227393577471
2004-07-23,-0.00974796550367916
2004-07-26,-0.00196289463278793
2004-07-27,0.00987663290261116
2004-07-28,0.000538831553386254
2004-07-29,0.00456316983057078
2004-07-30,0.00117150705030406
2004-08-02,0.00443775191457024
2004-08-03,-0.00628205166186133
2004-08-04,-0.000964315141991336
2004-08-05,-0.0164550193352068
2004-08-06,-0.0156017666472428
2004-08-09,0.0011741555972061
2004-08-10,0.012890470057401
2004-08-11,-0.00301648143614504
2004-08-12,-0.0117438853628871
2004-08-13,0.00147560760200825
2004-08-16,0.0135626775979212
2004-08-17,0.00219337465367349
2004-08-18,0.0123665562793056
2004-08-19,-0.00360415998689539
2004-08-20,0.00650354895072837
2004-08-23,-0.00243380733834117
2004-08-24,0.000465253601396028
2004-08-25,0.00796862215436325
2004-08-26,0.000117648819955049
2004-08-27,0.00242225449334539
2004-08-30,-0.00781182714507726
2004-08-31,0.00462013065367888
2004-09-01,0.00151124968415034
2004-09-02,0.0111501131776744
2004-09-03,-0.00419371527634213
2004-09-07,0.00686381575577675
2004-09-08,-0.00449598235248544
2004-09-09,0.00188842633571685
2004-09-10,0.00494139964737017
2004-09-13,0.00168899766519991
2004-09-14,0.00222701320830503
2004-09-15,-0.00707964099905897
2004-09-16,0.00278982910750661
2004-09-17,0.00448485351862951
2004-09-20,-0.0056426653382147
2004-09-21,0.0063070141613393
2004-09-22,-0.0140358719539322
2004-09-23,-0.00468071094674326
2004-09-24,0.00157766423354196
2004-09-27,-0.00595400791797877
2004-09-28,0.0059090323018478
2004-09-29,0.00426093972381522
2004-09-30,-0.000197447517848411
2004-10-01,0.0150665731837514
2004-10-04,0.00323827207426709
2004-10-05,-0.000608079210805893
2004-10-06,0.0066505569123939
2004-10-07,-0.0100322256874998
2004-10-08,-0.00755512062571065
2004-10-11,0.00200308985232948
2004-10-12,-0.0022705154376956
2004-10-13,-0.00732723303081412
2004-10-14,-0.0093462705073405
2004-10-15,0.00444037295978071
2004-10-18,0.00523807880716365
2004-10-19,-0.00973288915544131
2004-10-20,0.000389737334916136
2004-10-21,0.00256087375971325
2004-10-22,-0.00976290894322016
2004-10-25,-0.00085818240906423
2004-10-26,0.0147697419305933
2004-10-27,0.0127970649956965
2004-10-28,0.0018109742197855
2004-10-29,0.00244504108001911
2004-11-01,0.000274301968011335
2004-11-02,4.42700373009152e-05
2004-11-03,0.0111181679058901
2004-11-04,0.0160273578884239
2004-11-05,0.00386624977279596
2004-11-08,-0.00109823804909061
2004-11-09,-0.000695636815078218
2004-11-10,-0.00100552385569623
2004-11-11,0.00904816262309672
2004-11-12,0.00906846786058673
2004-11-15,-0.000304044239180577
2004-11-16,-0.00710401631603226
2004-11-17,0.00552302290841439
2004-11-18,0.00136133120594845
2004-11-19,-0.0112241622260759
2004-11-22,0.00587843175777874
2004-11-23,-0.000254907303997435
2004-11-24,0.0040870608120716
2004-11-26,0.000752842931308755
2004-11-29,-0.00345591028064138
2004-11-30,-0.00403845167900693
2004-12-01,0.0148405594196188
2004-12-02,-0.000873358651324854
2004-12-03,0.000705511589729842
2004-12-06,-0.000772685182882421
2004-12-07,-0.0111351149768198
2004-12-08,0.00486475889723769
2004-12-09,0.00542142640941917
2004-12-10,-0.00104321848187489
2004-12-13,0.00894977521787127
2004-12-14,0.00391327198740207
2004-12-15,0.00194260643384704
2004-12-16,-0.00208392169569938
2004-12-17,-0.00751648864084824
2004-12-20,0.00037681164753962
2004-12-21,0.00899962481646641
2004-12-22,0.00341197943624749
2004-12-23,0.000462915745797304
2004-12-27,-0.00431458472030915
2004-12-28,0.00712852916653499
2004-12-29,-7.42383701860285e-05
2004-12-30,8.248673778874e-05
2004-12-31,-0.00134407357407311
2005-01-03,-0.00815256204784682
2005-01-04,-0.0117400043847161
2005-01-05,-0.00363443919327941
2005-01-06,0.00349972688938792
2005-01-07,-0.00143219568359416
2005-01-10,0.00341692838370697
2005-01-11,-0.0061182454723811
2005-01-12,0.0039734990664497
2005-01-13,-0.00866758099409058
2005-01-14,0.00598660403193708
2005-01-18,0.0096282709254362
2005-01-19,-0.00953542298376252
2005-01-20,-0.00781344168486367
2005-01-21,-0.00643547932045657
2005-01-24,-0.00353402305161993
2005-01-25,0.00399632985161503
2005-01-26,0.00483241963293872
2005-01-27,0.00040883799571499
2005-01-28,-0.00271968267870884
2005-01-31,0.00842469302282693
2005-02-01,0.00686726715863026
2005-02-02,0.00317292909969953
2005-02-03,-0.0027694655050197
2005-02-04,0.0109825205031991
2005-02-07,-0.0010895591835757
2005-02-08,0.000482590104529293
2005-02-09,-0.00861225845747368
2005-02-10,0.00420261776465328
2005-02-11,0.0069017502051707
2005-02-14,0.000696650824547266
2005-02-15,0.00329433426212783
2005-02-16,0.000181759423647278
2005-02-17,-0.0079549220708654
2005-02-18,0.000699289747905969
2005-02-22,-0.0146119599796052
2005-02-23,0.00559169983285766
2005-02-24,0.00786277772599575
2005-02-25,0.00926377760227186
2005-02-28,-0.00643490100266949
2005-03-01,0.00564212793809362
2005-03-02,-0.000272736618104389
2005-03-03,0.000322252928973915
2005-03-04,0.00957836186691996
2005-03-07,0.00260686942068315
2005-03-08,-0.00481034052782695
2005-03-09,-0.0102373453223188
2005-03-10,0.00185409754498185
2005-03-11,-0.00761214810111093
2005-03-14,0.00560886609169002
2005-03-15,-0.00755225393044011
2005-03-16,-0.00811470022614856
2005-03-17,0.00179963276778566
2005-03-18,-0.000470562585375787
2005-03-21,-0.00494643360273959
2005-03-22,-0.0102485462092561
2005-03-23,0.000699645425590822
2005-03-24,-0.000947106721432445
2005-03-28,0.00243849314016637
2005-03-29,-0.00762517918101143
2005-03-30,0.0136786297313708
2005-03-31,-0.000694384752181237
2005-04-01,-0.0065178809492634
2005-04-04,0.00272447731672446
2005-04-05,0.00447084278556942
2005-04-06,0.0022658872536414
2005-04-07,0.00595323306695834
2005-04-08,-0.00838001449159189
2005-04-11,8.47419880338604e-06
2005-04-12,0.00552988480278277
2005-04-13,-0.0118313255056288
2005-04-14,-0.0100521342630217
2005-04-15,-0.0168618619627654
2005-04-18,0.00293628226993428
2005-04-19,0.00591629281362938
2005-04-20,-0.0133435700606669
2005-04-21,0.019543986803022
2005-04-22,-0.0067731393687059
2005-04-25,0.00862497296083332
2005-04-26,-0.0088767484509082
2005-04-27,0.00394249639216655
2005-04-28,-0.0114456235739421
2005-04-29,0.011851956462206
2005-05-02,0.00457959892533375
2005-05-03,-0.000852216655406016
2005-05-04,0.0123930515603474
2005-05-05,-0.00257211334129763
2005-05-06,-0.00109218460463223
2005-05-09,0.00637396617240212
2005-05-10,-0.0107631508697196
2005-05-11,0.00418428024710981
